si_no,mart_name,year,month,product_id,Product,sales
538,Mart A,2018,10,PRD12,Wheat,767
539,Mart A,2018,11,PRD12,Wheat,793
540,Mart A,2018,12,PRD12,Wheat,562
541,Mart A,2019,1,PRD12,Wheat,632
542,Mart A,2019,2,PRD12,Wheat,599
543,Mart A,2019,3,PRD12,Wheat,796
544,Mart A,2019,4,PRD12,Wheat,896
545,Mart A,2019,5,PRD12,Wheat,1039
546,Mart A,2019,6,PRD12,Wheat,1089
547,Mart A,2019,7,PRD12,Wheat,1065
548,Mart A,2019,8,PRD12,Wheat,1059
549,Mart A,2019,9,PRD12,Wheat,937
550,Mart A,2019,10,PRD12,Wheat,846
551,Mart A,2019,11,PRD12,Wheat,887
552,Mart A,2019,12,PRD12,Wheat,667
553,Mart A,2020,1,PRD12,Wheat,625
554,Mart A,2020,2,PRD12,Wheat,641
555,Mart A,2020,3,PRD12,Wheat,784
556,Mart A,2020,4,PRD12,Wheat,950
557,Mart A,2020,5,PRD12,Wheat,991
558,Mart A,2020,6,PRD12,Wheat,1029
559,Mart A,2020,7,PRD12,Wheat,1222
560,Mart A,2020,8,PRD12,Wheat,1087
561,Mart A,2020,9,PRD12,Wheat,989
562,Mart A,2020,10,PRD12,Wheat,910
563,Mart A,2020,11,PRD12,Wheat,921
564,Mart A,2020,12,PRD12,Wheat,696
565,Mart A,2021,1,PRD12,Wheat,675
566,Mart A,2021,2,PRD12,Wheat,652
567,Mart A,2021,3,PRD12,Wheat,884
568,Mart A,2021,4,PRD12,Wheat,1023
569,Mart A,2021,5,PRD12,Wheat,1172
570,Mart A,2021,6,PRD12,Wheat,1159
571,Mart A,2021,7,PRD12,Wheat,1321
572,Mart A,2021,8,PRD12,Wheat,1173
573,Mart A,2021,9,PRD12,Wheat,1065
574,Mart A,2021,10,PRD12,Wheat,1006
575,Mart A,2021,11,PRD12,Wheat,1026
576,Mart A,2021,12,PRD12,Wheat,754
577,Mart A,2018,1,PRD13,Black Pepper,1336
578,Mart A,2018,2,PRD13,Black Pepper,1330
579,Mart A,2018,3,PRD13,Black Pepper,1738
580,Mart A,2018,4,PRD13,Black Pepper,2013
581,Mart A,2018,5,PRD13,Black Pepper,2323
582,Mart A,2018,6,PRD13,Black Pepper,2295
583,Mart A,2018,7,PRD13,Black Pepper,2511
584,Mart A,2018,8,PRD13,Black Pepper,2271
585,Mart A,2018,9,PRD13,Black Pepper,2049
586,Mart A,2018,10,PRD13,Black Pepper,1832
587,Mart A,2018,11,PRD13,Black Pepper,2015
588,Mart A,2018,12,PRD13,Black Pepper,1468
589,Mart A,2019,1,PRD13,Black Pepper,1549
590,Mart A,2019,2,PRD13,Black Pepper,1483
591,Mart A,2019,3,PRD13,Black Pepper,2050
592,Mart A,2019,4,PRD13,Black Pepper,2280
593,Mart A,2019,5,PRD13,Black Pepper,2654
594,Mart A,2019,6,PRD13,Black Pepper,2695
595,Mart A,2019,7,PRD13,Black Pepper,2879
596,Mart A,2019,8,PRD13,Black Pepper,2508
597,Mart A,2019,9,PRD13,Black Pepper,2253
598,Mart A,2019,10,PRD13,Black Pepper,2240
599,Mart A,2019,11,PRD13,Black Pepper,2303
600,Mart A,2019,12,PRD13,Black Pepper,1723
601,Mart A,2020,1,PRD13,Black Pepper,1646
602,Mart A,2020,2,PRD13,Black Pepper,1676
603,Mart A,2020,3,PRD13,Black Pepper,2168
604,Mart A,2020,4,PRD13,Black Pepper,2339
605,Mart A,2020,5,PRD13,Black Pepper,2713
606,Mart A,2020,6,PRD13,Black Pepper,2696
607,Mart A,2020,7,PRD13,Black Pepper,3048
608,Mart A,2020,8,PRD13,Black Pepper,2704
609,Mart A,2020,9,PRD13,Black Pepper,2401
610,Mart A,2020,10,PRD13,Black Pepper,2426
611,Mart A,2020,11,PRD13,Black Pepper,2447
612,Mart A,2020,12,PRD13,Black Pepper,1702
613,Mart A,2021,1,PRD13,Black Pepper,1728
614,Mart A,2021,2,PRD13,Black Pepper,1791
615,Mart A,2021,3,PRD13,Black Pepper,2212
616,Mart A,2021,4,PRD13,Black Pepper,2711
617,Mart A,2021,5,PRD13,Black Pepper,2905
618,Mart A,2021,6,PRD13,Black Pepper,3044
619,Mart A,2021,7,PRD13,Black Pepper,3382
620,Mart A,2021,8,PRD13,Black Pepper,2821
621,Mart A,2021,9,PRD13,Black Pepper,2663
622,Mart A,2021,10,PRD13,Black Pepper,2464
623,Mart A,2021,11,PRD13,Black Pepper,2595
624,Mart A,2021,12,PRD13,Black Pepper,1974
625,Mart A,2018,1,PRD14,Cardamom,620
626,Mart A,2018,2,PRD14,Cardamom,635
627,Mart A,2018,3,PRD14,Cardamom,851
628,Mart A,2018,4,PRD14,Cardamom,903
629,Mart A,2018,5,PRD14,Cardamom,1052
630,Mart A,2018,6,PRD14,Cardamom,1033
631,Mart A,2018,7,PRD14,Cardamom,1247
632,Mart A,2018,8,PRD14,Cardamom,1078
633,Mart A,2018,9,PRD14,Cardamom,944
634,Mart A,2018,10,PRD14,Cardamom,934
635,Mart A,2018,11,PRD14,Cardamom,998
636,Mart A,2018,12,PRD14,Cardamom,702
637,Mart A,2019,1,PRD14,Cardamom,730
638,Mart A,2019,2,PRD14,Cardamom,741
639,Mart A,2019,3,PRD14,Cardamom,983
640,Mart A,2019,4,PRD14,Cardamom,1061
641,Mart A,2019,5,PRD14,Cardamom,1285
642,Mart A,2019,6,PRD14,Cardamom,1278
643,Mart A,2019,7,PRD14,Cardamom,1427
644,Mart A,2019,8,PRD14,Cardamom,1262
645,Mart A,2019,9,PRD14,Cardamom,1110
646,Mart A,2019,10,PRD14,Cardamom,1022
647,Mart A,2019,11,PRD14,Cardamom,1142
648,Mart A,2019,12,PRD14,Cardamom,841
649,Mart A,2020,1,PRD14,Cardamom,724
650,Mart A,2020,2,PRD14,Cardamom,779
651,Mart A,2020,3,PRD14,Cardamom,1013
652,Mart A,2020,4,PRD14,Cardamom,1203
653,Mart A,2020,5,PRD14,Cardamom,1233
654,Mart A,2020,6,PRD14,Cardamom,1281
655,Mart A,2020,7,PRD14,Cardamom,1463
656,Mart A,2020,8,PRD14,Cardamom,1328
657,Mart A,2020,9,PRD14,Cardamom,1168
658,Mart A,2020,10,PRD14,Cardamom,1101
659,Mart A,2020,11,PRD14,Cardamom,1158
660,Mart A,2020,12,PRD14,Cardamom,837
661,Mart A,2021,1,PRD14,Cardamom,896
662,Mart A,2021,2,PRD14,Cardamom,810
663,Mart A,2021,3,PRD14,Cardamom,1054
664,Mart A,2021,4,PRD14,Cardamom,1221
665,Mart A,2021,5,PRD14,Cardamom,1387
666,Mart A,2021,6,PRD14,Cardamom,1424
667,Mart A,2021,7,PRD14,Cardamom,1623
668,Mart A,2021,8,PRD14,Cardamom,1426
669,Mart A,2021,9,PRD14,Cardamom,1279
670,Mart A,2021,10,PRD14,Cardamom,1263
671,Mart A,2021,11,PRD14,Cardamom,1269
672,Mart A,2021,12,PRD14,Cardamom,972
673,Mart A,2018,1,PRD15,Cloves,740
674,Mart A,2018,2,PRD15,Cloves,724
675,Mart A,2018,3,PRD15,Cloves,1051
676,Mart A,2018,4,PRD15,Cloves,1134
677,Mart A,2018,5,PRD15,Cloves,1259
678,Mart A,2018,6,PRD15,Cloves,1273
679,Mart A,2018,7,PRD15,Cloves,1384
680,Mart A,2018,8,PRD15,Cloves,1267
681,Mart A,2018,9,PRD15,Cloves,1160
682,Mart A,2018,10,PRD15,Cloves,1070
683,Mart A,2018,11,PRD15,Cloves,1178
684,Mart A,2018,12,PRD15,Cloves,861
685,Mart A,2019,1,PRD15,Cloves,829
686,Mart A,2019,2,PRD15,Cloves,852
687,Mart A,2019,3,PRD15,Cloves,1164
688,Mart A,2019,4,PRD15,Cloves,1316
689,Mart A,2019,5,PRD15,Cloves,1421
690,Mart A,2019,6,PRD15,Cloves,1452
691,Mart A,2019,7,PRD15,Cloves,1610
692,Mart A,2019,8,PRD15,Cloves,1458
693,Mart A,2019,9,PRD15,Cloves,1278
694,Mart A,2019,10,PRD15,Cloves,1305
695,Mart A,2019,11,PRD15,Cloves,1280
696,Mart A,2019,12,PRD15,Cloves,975
697,Mart A,2020,1,PRD15,Cloves,878
698,Mart A,2020,2,PRD15,Cloves,930
699,Mart A,2020,3,PRD15,Cloves,1176
700,Mart A,2020,4,PRD15,Cloves,1324
701,Mart A,2020,5,PRD15,Cloves,1595
702,Mart A,2020,6,PRD15,Cloves,1545
703,Mart A,2020,7,PRD15,Cloves,1683
704,Mart A,2020,8,PRD15,Cloves,1531
705,Mart A,2020,9,PRD15,Cloves,1339
706,Mart A,2020,10,PRD15,Cloves,1304
707,Mart A,2020,11,PRD15,Cloves,1338
708,Mart A,2020,12,PRD15,Cloves,992
709,Mart A,2021,1,PRD15,Cloves,966
710,Mart A,2021,2,PRD15,Cloves,986
711,Mart A,2021,3,PRD15,Cloves,1347
712,Mart A,2021,4,PRD15,Cloves,1470
713,Mart A,2021,5,PRD15,Cloves,1569
714,Mart A,2021,6,PRD15,Cloves,1576
715,Mart A,2021,7,PRD15,Cloves,1865
716,Mart A,2021,8,PRD15,Cloves,1679
717,Mart A,2021,9,PRD15,Cloves,1516
718,Mart A,2021,10,PRD15,Cloves,1385
719,Mart A,2021,11,PRD15,Cloves,1431
720,Mart A,2021,12,PRD15,Cloves,1135
721,Mart A,2018,1,PRD16,Ginger,666
722,Mart A,2018,2,PRD16,Ginger,658
723,Mart A,2018,3,PRD16,Ginger,845
724,Mart A,2018,4,PRD16,Ginger,917
725,Mart A,2018,5,PRD16,Ginger,1023
726,Mart A,2018,6,PRD16,Ginger,1114
727,Mart A,2018,7,PRD16,Ginger,1157
728,Mart A,2018,8,PRD16,Ginger,1072
729,Mart A,2018,9,PRD16,Ginger,953
730,Mart A,2018,10,PRD16,Ginger,856
731,Mart A,2018,11,PRD16,Ginger,950
732,Mart A,2018,12,PRD16,Ginger,694
733,Mart A,2019,1,PRD16,Ginger,685
734,Mart A,2019,2,PRD16,Ginger,721
735,Mart A,2019,3,PRD16,Ginger,954
736,Mart A,2019,4,PRD16,Ginger,1092
737,Mart A,2019,5,PRD16,Ginger,1248
738,Mart A,2019,6,PRD16,Ginger,1194
739,Mart A,2019,7,PRD16,Ginger,1381
740,Mart A,2019,8,PRD16,Ginger,1236
741,Mart A,2019,9,PRD16,Ginger,1074
742,Mart A,2019,10,PRD16,Ginger,1137
743,Mart A,2019,11,PRD16,Ginger,1073
744,Mart A,2019,12,PRD16,Ginger,805
745,Mart A,2020,1,PRD16,Ginger,790
746,Mart A,2020,2,PRD16,Ginger,818
747,Mart A,2020,3,PRD16,Ginger,1039
748,Mart A,2020,4,PRD16,Ginger,1192
749,Mart A,2020,5,PRD16,Ginger,1309
750,Mart A,2020,6,PRD16,Ginger,1294
751,Mart A,2020,7,PRD16,Ginger,1507
752,Mart A,2020,8,PRD16,Ginger,1276
753,Mart A,2020,9,PRD16,Ginger,1142
754,Mart A,2020,10,PRD16,Ginger,1065
755,Mart A,2020,11,PRD16,Ginger,1151
756,Mart A,2020,12,PRD16,Ginger,859
757,Mart A,2021,1,PRD16,Ginger,819
758,Mart A,2021,2,PRD16,Ginger,806
759,Mart A,2021,3,PRD16,Ginger,1093
760,Mart A,2021,4,PRD16,Ginger,1288
761,Mart A,2021,5,PRD16,Ginger,1338
762,Mart A,2021,6,PRD16,Ginger,1441
763,Mart A,2021,7,PRD16,Ginger,1544
764,Mart A,2021,8,PRD16,Ginger,1326
765,Mart A,2021,9,PRD16,Ginger,1265
766,Mart A,2021,10,PRD16,Ginger,1171
767,Mart A,2021,11,PRD16,Ginger,1198
768,Mart A,2021,12,PRD16,Ginger,911
769,Mart A,2018,1,PRD17,Red Chillies,1275
770,Mart A,2018,2,PRD17,Red Chillies,1290
771,Mart A,2018,3,PRD17,Red Chillies,1653
772,Mart A,2018,4,PRD17,Red Chillies,1930
773,Mart A,2018,5,PRD17,Red Chillies,2100
774,Mart A,2018,6,PRD17,Red Chillies,2121
775,Mart A,2018,7,PRD17,Red Chillies,2415
776,Mart A,2018,8,PRD17,Red Chillies,2191
777,Mart A,2018,9,PRD17,Red Chillies,1920
778,Mart A,2018,10,PRD17,Red Chillies,1794
779,Mart A,2018,11,PRD17,Red Chillies,1897
780,Mart A,2018,12,PRD17,Red Chillies,1425
781,Mart A,2019,1,PRD17,Red Chillies,1521
782,Mart A,2019,2,PRD17,Red Chillies,1477
783,Mart A,2019,3,PRD17,Red Chillies,2001
784,Mart A,2019,4,PRD17,Red Chillies,2228
785,Mart A,2019,5,PRD17,Red Chillies,2439
786,Mart A,2019,6,PRD17,Red Chillies,2519
787,Mart A,2019,7,PRD17,Red Chillies,2788
788,Mart A,2019,8,PRD17,Red Chillies,2414
789,Mart A,2019,9,PRD17,Red Chillies,2201
790,Mart A,2019,10,PRD17,Red Chillies,2110
791,Mart A,2019,11,PRD17,Red Chillies,2177
792,Mart A,2019,12,PRD17,Red Chillies,1583
793,Mart A,2020,1,PRD17,Red Chillies,1543
794,Mart A,2020,2,PRD17,Red Chillies,1557
795,Mart A,2020,3,PRD17,Red Chillies,2031
796,Mart A,2020,4,PRD17,Red Chillies,2293
797,Mart A,2020,5,PRD17,Red Chillies,2601
798,Mart A,2020,6,PRD17,Red Chillies,2578
799,Mart A,2020,7,PRD17,Red Chillies,2874
800,Mart A,2020,8,PRD17,Red Chillies,2540
801,Mart A,2020,9,PRD17,Red Chillies,2321
802,Mart A,2020,10,PRD17,Red Chillies,2245
803,Mart A,2020,11,PRD17,Red Chillies,2296
804,Mart A,2020,12,PRD17,Red Chillies,1690
805,Mart A,2021,1,PRD17,Red Chillies,1689
806,Mart A,2021,2,PRD17,Red Chillies,1763
807,Mart A,2021,3,PRD17,Red Chillies,2216
808,Mart A,2021,4,PRD17,Red Chillies,2560
809,Mart A,2021,5,PRD17,Red Chillies,2731
810,Mart A,2021,6,PRD17,Red Chillies,2789
811,Mart A,2021,7,PRD17,Red Chillies,3097
812,Mart A,2021,8,PRD17,Red Chillies,2685
813,Mart A,2021,9,PRD17,Red Chillies,2519
814,Mart A,2021,10,PRD17,Red Chillies,2451
815,Mart A,2021,11,PRD17,Red Chillies,2604
816,Mart A,2021,12,PRD17,Red Chillies,1918
817,Mart A,2018,1,PRD18,Tamarind,447
818,Mart A,2018,2,PRD18,Tamarind,425
819,Mart A,2018,3,PRD18,Tamarind,613
820,Mart A,2018,4,PRD18,Tamarind,730
821,Mart A,2018,5,PRD18,Tamarind,726
822,Mart A,2018,6,PRD18,Tamarind,817
823,Mart A,2018,7,PRD18,Tamarind,866
824,Mart A,2018,8,PRD18,Tamarind,766
825,Mart A,2018,9,PRD18,Tamarind,713
826,Mart A,2018,10,PRD18,Tamarind,680
827,Mart A,2018,11,PRD18,Tamarind,731
828,Mart A,2018,12,PRD18,Tamarind,494
829,Mart A,2019,1,PRD18,Tamarind,555
830,Mart A,2019,2,PRD18,Tamarind,473
831,Mart A,2019,3,PRD18,Tamarind,779
832,Mart A,2019,4,PRD18,Tamarind,800
833,Mart A,2019,5,PRD18,Tamarind,866
834,Mart A,2019,6,PRD18,Tamarind,897
835,Mart A,2019,7,PRD18,Tamarind,990
836,Mart A,2019,8,PRD18,Tamarind,880
837,Mart A,2019,9,PRD18,Tamarind,793
838,Mart A,2019,10,PRD18,Tamarind,809
839,Mart A,2019,11,PRD18,Tamarind,810
840,Mart A,2019,12,PRD18,Tamarind,590
841,Mart A,2020,1,PRD18,Tamarind,571
842,Mart A,2020,2,PRD18,Tamarind,562
843,Mart A,2020,3,PRD18,Tamarind,720
844,Mart A,2020,4,PRD18,Tamarind,823
845,Mart A,2020,5,PRD18,Tamarind,890
846,Mart A,2020,6,PRD18,Tamarind,951
847,Mart A,2020,7,PRD18,Tamarind,1104
848,Mart A,2020,8,PRD18,Tamarind,926
849,Mart A,2020,9,PRD18,Tamarind,812
850,Mart A,2020,10,PRD18,Tamarind,810
851,Mart A,2020,11,PRD18,Tamarind,859
852,Mart A,2020,12,PRD18,Tamarind,609
853,Mart A,2021,1,PRD18,Tamarind,630
854,Mart A,2021,2,PRD18,Tamarind,626
855,Mart A,2021,3,PRD18,Tamarind,823
856,Mart A,2021,4,PRD18,Tamarind,855
857,Mart A,2021,5,PRD18,Tamarind,994
858,Mart A,2021,6,PRD18,Tamarind,1025
859,Mart A,2021,7,PRD18,Tamarind,1152
860,Mart A,2021,8,PRD18,Tamarind,1011
861,Mart A,2021,9,PRD18,Tamarind,894
862,Mart A,2021,10,PRD18,Tamarind,856
863,Mart A,2021,11,PRD18,Tamarind,910
864,Mart A,2021,12,PRD18,Tamarind,684
865,Mart A,2018,1,PRD45,Cashewnuts,1049
866,Mart A,2018,2,PRD45,Cashewnuts,1012
867,Mart A,2018,3,PRD45,Cashewnuts,1494
868,Mart A,2018,4,PRD45,Cashewnuts,1565
869,Mart A,2018,5,PRD45,Cashewnuts,1738
870,Mart A,2018,6,PRD45,Cashewnuts,1835
871,Mart A,2018,7,PRD45,Cashewnuts,2020
872,Mart A,2018,8,PRD45,Cashewnuts,1762
873,Mart A,2018,9,PRD45,Cashewnuts,1594
874,Mart A,2018,10,PRD45,Cashewnuts,1473
875,Mart A,2018,11,PRD45,Cashewnuts,1612
876,Mart A,2018,12,PRD45,Cashewnuts,1166
877,Mart A,2019,1,PRD45,Cashewnuts,1207
878,Mart A,2019,2,PRD45,Cashewnuts,1235
879,Mart A,2019,3,PRD45,Cashewnuts,1598
880,Mart A,2019,4,PRD45,Cashewnuts,1807
881,Mart A,2019,5,PRD45,Cashewnuts,1987
882,Mart A,2019,6,PRD45,Cashewnuts,2130
883,Mart A,2019,7,PRD45,Cashewnuts,2371
884,Mart A,2019,8,PRD45,Cashewnuts,1994
885,Mart A,2019,9,PRD45,Cashewnuts,1815
886,Mart A,2019,10,PRD45,Cashewnuts,1778
887,Mart A,2019,11,PRD45,Cashewnuts,1842
888,Mart A,2019,12,PRD45,Cashewnuts,1333
889,Mart A,2020,1,PRD45,Cashewnuts,1255
890,Mart A,2020,2,PRD45,Cashewnuts,1220
891,Mart A,2020,3,PRD45,Cashewnuts,1685
892,Mart A,2020,4,PRD45,Cashewnuts,1889
893,Mart A,2020,5,PRD45,Cashewnuts,2150
894,Mart A,2020,6,PRD45,Cashewnuts,2226
895,Mart A,2020,7,PRD45,Cashewnuts,2376
896,Mart A,2020,8,PRD45,Cashewnuts,2069
897,Mart A,2020,9,PRD45,Cashewnuts,1865
898,Mart A,2020,10,PRD45,Cashewnuts,1884
899,Mart A,2020,11,PRD45,Cashewnuts,1873
900,Mart A,2020,12,PRD45,Cashewnuts,1369
901,Mart A,2021,1,PRD45,Cashewnuts,1420
902,Mart A,2021,2,PRD45,Cashewnuts,1361
903,Mart A,2021,3,PRD45,Cashewnuts,1771
904,Mart A,2021,4,PRD45,Cashewnuts,2055
905,Mart A,2021,5,PRD45,Cashewnuts,2245
906,Mart A,2021,6,PRD45,Cashewnuts,2319
907,Mart A,2021,7,PRD45,Cashewnuts,2582
908,Mart A,2021,8,PRD45,Cashewnuts,2320
909,Mart A,2021,9,PRD45,Cashewnuts,2097
910,Mart A,2021,10,PRD45,Cashewnuts,2048
911,Mart A,2021,11,PRD45,Cashewnuts,2025
912,Mart A,2021,12,PRD45,Cashewnuts,1536
913,Mart A,2018,1,PRD19,Almond,1209
914,Mart A,2018,2,PRD19,Almond,1266
915,Mart A,2018,3,PRD19,Almond,1803
916,Mart A,2018,4,PRD19,Almond,1833
917,Mart A,2018,5,PRD19,Almond,2061
918,Mart A,2018,6,PRD19,Almond,2172
919,Mart A,2018,7,PRD19,Almond,2355
920,Mart A,2018,8,PRD19,Almond,2135
921,Mart A,2018,9,PRD19,Almond,1903
922,Mart A,2018,10,PRD19,Almond,1793
923,Mart A,2018,11,PRD19,Almond,1961
924,Mart A,2018,12,PRD19,Almond,1441
925,Mart A,2019,1,PRD19,Almond,1520
926,Mart A,2019,2,PRD19,Almond,1437
927,Mart A,2019,3,PRD19,Almond,1955
928,Mart A,2019,4,PRD19,Almond,2211
929,Mart A,2019,5,PRD19,Almond,2457
930,Mart A,2019,6,PRD19,Almond,2579
931,Mart A,2019,7,PRD19,Almond,2770
932,Mart A,2019,8,PRD19,Almond,2503
933,Mart A,2019,9,PRD19,Almond,2214
934,Mart A,2019,10,PRD19,Almond,2118
935,Mart A,2019,11,PRD19,Almond,2352
936,Mart A,2019,12,PRD19,Almond,1604
937,Mart A,2020,1,PRD19,Almond,1471
938,Mart A,2020,2,PRD19,Almond,1487
939,Mart A,2020,3,PRD19,Almond,2034
940,Mart A,2020,4,PRD19,Almond,2312
941,Mart A,2020,5,PRD19,Almond,2498
942,Mart A,2020,6,PRD19,Almond,2578
943,Mart A,2020,7,PRD19,Almond,2845
944,Mart A,2020,8,PRD19,Almond,2560
945,Mart A,2020,9,PRD19,Almond,2265
946,Mart A,2020,10,PRD19,Almond,2249
947,Mart A,2020,11,PRD19,Almond,2349
948,Mart A,2020,12,PRD19,Almond,1651
949,Mart A,2021,1,PRD19,Almond,1757
950,Mart A,2021,2,PRD19,Almond,1692
951,Mart A,2021,3,PRD19,Almond,2249
952,Mart A,2021,4,PRD19,Almond,2602
953,Mart A,2021,5,PRD19,Almond,2848
954,Mart A,2021,6,PRD19,Almond,2943
955,Mart A,2021,7,PRD19,Almond,3262
956,Mart A,2021,8,PRD19,Almond,2830
957,Mart A,2021,9,PRD19,Almond,2624
958,Mart A,2021,10,PRD19,Almond,2472
959,Mart A,2021,11,PRD19,Almond,2595
960,Mart A,2021,12,PRD19,Almond,1977
961,Mart A,2018,1,PRD20,Dates,728
962,Mart A,2018,2,PRD20,Dates,707
963,Mart A,2018,3,PRD20,Dates,1022
964,Mart A,2018,4,PRD20,Dates,1169
965,Mart A,2018,5,PRD20,Dates,1233
966,Mart A,2018,6,PRD20,Dates,1300
967,Mart A,2018,7,PRD20,Dates,1472
968,Mart A,2018,8,PRD20,Dates,1262
969,Mart A,2018,9,PRD20,Dates,1129
970,Mart A,2018,10,PRD20,Dates,1057
971,Mart A,2018,11,PRD20,Dates,1165
972,Mart A,2018,12,PRD20,Dates,790
973,Mart A,2019,1,PRD20,Dates,923
974,Mart A,2019,2,PRD20,Dates,874
975,Mart A,2019,3,PRD20,Dates,1169
976,Mart A,2019,4,PRD20,Dates,1344
977,Mart A,2019,5,PRD20,Dates,1501
978,Mart A,2019,6,PRD20,Dates,1434
979,Mart A,2019,7,PRD20,Dates,1652
980,Mart A,2019,8,PRD20,Dates,1422
981,Mart A,2019,9,PRD20,Dates,1283
982,Mart A,2019,10,PRD20,Dates,1213
983,Mart A,2019,11,PRD20,Dates,1363
984,Mart A,2019,12,PRD20,Dates,962
985,Mart A,2020,1,PRD20,Dates,880
986,Mart A,2020,2,PRD20,Dates,875
987,Mart A,2020,3,PRD20,Dates,1212
988,Mart A,2020,4,PRD20,Dates,1383
989,Mart A,2020,5,PRD20,Dates,1518
990,Mart A,2020,6,PRD20,Dates,1527
991,Mart A,2020,7,PRD20,Dates,1666
992,Mart A,2020,8,PRD20,Dates,1559
993,Mart A,2020,9,PRD20,Dates,1285
994,Mart A,2020,10,PRD20,Dates,1325
995,Mart A,2020,11,PRD20,Dates,1322
996,Mart A,2020,12,PRD20,Dates,995
997,Mart A,2021,1,PRD20,Dates,949
998,Mart A,2021,2,PRD20,Dates,1058
999,Mart A,2021,3,PRD20,Dates,1391
1000,Mart A,2021,4,PRD20,Dates,1549
1001,Mart A,2021,5,PRD20,Dates,1741
1002,Mart A,2021,6,PRD20,Dates,1786
1003,Mart A,2021,7,PRD20,Dates,1916
1004,Mart A,2021,8,PRD20,Dates,1689
1005,Mart A,2021,9,PRD20,Dates,1542
1006,Mart A,2021,10,PRD20,Dates,1552
1007,Mart A,2021,11,PRD20,Dates,1542
1008,Mart A,2021,12,PRD20,Dates,1165
1009,Mart A,2018,1,PRD21,Peanut,380
1010,Mart A,2018,2,PRD21,Peanut,347
1011,Mart A,2018,3,PRD21,Peanut,468
1012,Mart A,2018,4,PRD21,Peanut,523
1013,Mart A,2018,5,PRD21,Peanut,592
1014,Mart A,2018,6,PRD21,Peanut,616
1015,Mart A,2018,7,PRD21,Peanut,654
1016,Mart A,2018,8,PRD21,Peanut,575
1017,Mart A,2018,9,PRD21,Peanut,553
1018,Mart A,2018,10,PRD21,Peanut,512
1019,Mart A,2018,11,PRD21,Peanut,538
1020,Mart A,2018,12,PRD21,Peanut,375
1021,Mart A,2019,1,PRD21,Peanut,415
1022,Mart A,2019,2,PRD21,Peanut,390
1023,Mart A,2019,3,PRD21,Peanut,550
1024,Mart A,2019,4,PRD21,Peanut,617
1025,Mart A,2019,5,PRD21,Peanut,691
1026,Mart A,2019,6,PRD21,Peanut,739
1027,Mart A,2019,7,PRD21,Peanut,779
1028,Mart A,2019,8,PRD21,Peanut,704
1029,Mart A,2019,9,PRD21,Peanut,637
1030,Mart A,2019,10,PRD21,Peanut,562
1031,Mart A,2019,11,PRD21,Peanut,623
1032,Mart A,2019,12,PRD21,Peanut,453
1033,Mart A,2020,1,PRD21,Peanut,418
1034,Mart A,2020,2,PRD21,Peanut,411
1035,Mart A,2020,3,PRD21,Peanut,556
1036,Mart A,2020,4,PRD21,Peanut,623
1037,Mart A,2020,5,PRD21,Peanut,706
1038,Mart A,2020,6,PRD21,Peanut,695
1039,Mart A,2020,7,PRD21,Peanut,789
1040,Mart A,2020,8,PRD21,Peanut,683
1041,Mart A,2020,9,PRD21,Peanut,667
1042,Mart A,2020,10,PRD21,Peanut,613
1043,Mart A,2020,11,PRD21,Peanut,600
1044,Mart A,2020,12,PRD21,Peanut,497
1045,Mart A,2021,1,PRD21,Peanut,433
1046,Mart A,2021,2,PRD21,Peanut,485
1047,Mart A,2021,3,PRD21,Peanut,624
1048,Mart A,2021,4,PRD21,Peanut,709
1049,Mart A,2021,5,PRD21,Peanut,735
1050,Mart A,2021,6,PRD21,Peanut,764
1051,Mart A,2021,7,PRD21,Peanut,870
1052,Mart A,2021,8,PRD21,Peanut,731
1053,Mart A,2021,9,PRD21,Peanut,683
1054,Mart A,2021,10,PRD21,Peanut,642
1055,Mart A,2021,11,PRD21,Peanut,706
1056,Mart A,2021,12,PRD21,Peanut,494
1057,Mart A,2018,1,PRD22,Flax Seeds,1448
1058,Mart A,2018,2,PRD22,Flax Seeds,1405
1059,Mart A,2018,3,PRD22,Flax Seeds,1890
1060,Mart A,2018,4,PRD22,Flax Seeds,2094
1061,Mart A,2018,5,PRD22,Flax Seeds,2343
1062,Mart A,2018,6,PRD22,Flax Seeds,2409
1063,Mart A,2018,7,PRD22,Flax Seeds,2543
1064,Mart A,2018,8,PRD22,Flax Seeds,2320
1065,Mart A,2018,9,PRD22,Flax Seeds,2104
1066,Mart A,2018,10,PRD22,Flax Seeds,2026
1067,Mart A,2018,11,PRD22,Flax Seeds,2080
1068,Mart A,2018,12,PRD22,Flax Seeds,1575
1069,Mart A,2019,1,PRD22,Flax Seeds,1680
1070,Mart A,2019,2,PRD22,Flax Seeds,1596
1071,Mart A,2019,3,PRD22,Flax Seeds,2077
1072,Mart A,2019,4,PRD22,Flax Seeds,2408
1073,Mart A,2019,5,PRD22,Flax Seeds,2679
1074,Mart A,2019,6,PRD22,Flax Seeds,2796
1075,Mart A,2019,7,PRD22,Flax Seeds,2994
1076,Mart A,2019,8,PRD22,Flax Seeds,2743
1077,Mart A,2019,9,PRD22,Flax Seeds,2431
1078,Mart A,2019,10,PRD22,Flax Seeds,2355
1079,Mart A,2019,11,PRD22,Flax Seeds,2413
1080,Mart A,2019,12,PRD22,Flax Seeds,1798
1081,Mart A,2020,1,PRD22,Flax Seeds,1743
1082,Mart A,2020,2,PRD22,Flax Seeds,1657
